SCHOOL,STUDENT_ID,STATE_STUDENT_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,GENDER,RACE,GRADE,BIRTH_YEAR,BIRTH_MONTH,BIRTH_DAY,BIRTH_DATE
15632,415275,3969749,Cynthia,Charles,Lee,Female,Asian,11,2007,2,21,2/21/2007
15632,484498,5559265,Raymond,Edwin,Carroll,Male,Multiple,8,2009,7,21,7/21/2009
15632,488737,9193361,Robert,William,Rhodes,Female,Black,10,2006,8,24,8/24/2006
15632,431676,9729615,Eileen,Lynette,Lyons,Female,White,9,2007,4,18,4/18/2007
15632,342302,3578497,Paula,Cecilia,Aguilar,Female,White,8,2008,7,8,7/8/2008
15632,210306,9769527,George,Mark,Johnson,Male,Asian,9,2008,8,4,8/4/2008
15632,264152,2944871,James,Barbara,Jordan,Female,Black,9,2008,4,8,4/8/2008
15632,460530,5624993,Joseph,Jennifer,Allen,Male,Hispanic,11,2006,4,5,4/5/2006
15632,972092,5848166,Eric,Bradley,Campos,Male,Black,8,2009,6,1,6/1/2009
15632,820267,9544016,Mary,James,Ruiz,Male,White,8,2009,5,15,5/15/2009
15632,771864,4930670,Gary,Dewitt,Moran,Male,Hispanic,8,2010,11,25,11/25/2010
15632,380375,2673418,Christopher,Jacqueline,Robinson,Male,Multiple,9,2007,5,6,5/6/2007
15632,548864,5691574,Sharon,Brenda,Stone,Female,White,12,2005,10,17,10/17/2005
15632,353011,9107878,Rick,Robert,Perkins,Male,Black,8,2008,8,23,8/23/2008
15632,720470,2358564,Marilyn,Tim,Maldonado,Female,White,10,2008,12,3,12/3/2008
15632,159705,4789975,Keith,Phyllis,Tyler,Male,White,10,2006,6,24,6/24/2006
15632,259150,9977541,Ruby,Ted,Cohen,Female,Hispanic,8,2009,3,23,3/23/2009
15632,654403,1306378,Sung,Donna,Martinez,Male,Multiple,10,2008,11,7,11/7/2008
15632,300760,6433708,Kathleen,Max,Joseph,Female,White,8,2009,7,9,7/9/2009
15632,544027,2901082,Gail,Charles,Wilson,Female,Black,12,2005,11,15,11/15/2005
15632,406178,5915173,Susan,Tammie,Ramirez,Female,White,12,2004,12,20,12/20/2004
15632,176591,1677588,Roger,Ted,Lloyd,Male,White,8,2009,2,3,2/3/2009
15632,690025,4351097,Mary,Rosa,Hart,Female,White,8,2009,5,4,5/4/2009
15632,780630,1321559,Antonia,Rudolph,Morgan,Female,Black,12,2005,4,18,4/18/2005
15632,757431,2834232,Katherine,Mohammad,Adams,Female,Multiple,8,2009,1,19,1/19/2009
15632,133503,8160559,Richard,Perry,Mclaughlin,Male,Asian,12,2005,6,6,6/6/2005
15632,692386,9245776,Eva,Melvin,Rosas,Female,White,10,2007,7,21,7/21/2007
15632,375484,5575773,Robert,Richard,Vargas,Male,Black,10,2007,11,14,11/14/2007
15632,144824,5048463,Lisa,Marla,Boone,Female,Asian,8,2008,7,23,7/23/2008
15632,518833,5125561,Ruben,Tommy,Smith,Male,Hispanic,10,2007,12,19,12/19/2007
15632,265314,6209168,Patrick,Larry,Hill,Male,Asian,10,2007,3,13,3/13/2007
15632,858405,9849609,Martha,Patricia,Woods,Female,Black,12,2005,11,17,11/17/2005
15632,835908,5707183,Frederic,Kevin,Ruiz,Male,Multiple,8,2009,8,8,8/8/2009
15632,558031,2924908,Lourdes,Robert,Torres,Female,Black,8,2010,7,23,7/23/2010
15632,766256,2045396,Jim,Maria,Bradford,Male,Hispanic,11,2006,8,6,8/6/2006
15632,974068,7962033,George,Mathew,Rangel,Male,Black,10,2007,12,8,12/8/2007
15632,711600,6632809,Rebecca,Wanda,Tate,Female,Hispanic,8,2008,10,5,10/5/2008
15632,331904,8142726,Abigail,Paul,Chavez,Female,Multiple,9,2009,4,3,4/3/2009
15632,650877,7122392,David,Misty,Hansen,Male,Black,8,2009,11,12,11/12/2009
15632,511583,9755280,Tracy,Randy,Bates,Male,Multiple,12,2005,9,3,9/3/2005
15632,179674,8829755,Danielle,Linda,Johnson,Female,Hispanic,9,2008,12,4,12/4/2008
15632,404841,4924593,Guillermo,Eddie,Miller,Male,White,8,2009,8,27,8/27/2009
15632,170072,2950217,Andrea,Frank,Cunningham,Female,White,12,2005,8,14,8/14/2005
15632,975233,1587088,Juan,Vanessa,Solis,Male,Asian,12,2004,3,5,3/5/2004
15632,623434,8459240,Frances,Hazel,Jones,Female,Asian,8,2009,9,28,9/28/2009
15632,352765,2848036,Jenny,Robert,Murphy,Female,Asian,11,2006,8,26,8/26/2006
15632,507698,6832265,Margaret,Harold,Collins,Female,Black,12,2005,9,10,9/10/2005
15632,751125,7694391,Marcie,Barbara,Schwartz,Female,White,8,2009,11,19,11/19/2009
15632,737629,4542522,Deborah,Vincent,Johnston,Female,Hispanic,11,2006,4,8,4/8/2006
15632,303595,6590319,Elizabeth,Pamela,Martin,Female,White,12,2005,12,17,12/17/2005
15632,284831,5255602,Tony,Stephen,Wheeler,Male,Multiple,12,2006,2,22,2/22/2006
15632,600451,1855687,Billy,Mary,Garcia,Male,Multiple,12,2005,5,27,5/27/2005
15632,477156,2552017,Rebecca,Edward,Bernard,Female,Multiple,8,2009,8,21,8/21/2009
15632,184618,1424233,Anita,Weston,Valenzuela,Female,Asian,8,2008,5,13,5/13/2008
15632,812191,4055905,Stanley,Mary,Johnson,Male,Black,10,2007,3,10,3/10/2007
15632,833959,4812197,James,Ann,Miller,Female,Multiple,12,2005,10,11,10/11/2005
15632,805810,9009344,Benjamin,Kim,Larson,Male,Multiple,9,2009,1,7,1/7/2009
15632,858762,1098357,Betty,Sherry,Rodriguez,Female,Multiple,8,2009,4,4,4/4/2009
15632,747473,4795200,Charles,Sam,Young,Male,White,12,2006,9,23,9/23/2006
15632,639396,9367202,Dorothy,John,Yang,Female,Black,11,2006,1,23,1/23/2006
15632,824079,6375381,Rocky,Margaret,Griffin,Male,Black,10,2007,6,13,6/13/2007
15632,651191,9182578,Rebecca,Debra,Gomez,Female,Multiple,9,2008,4,27,4/27/2008
15632,236375,5806640,Dana,Nancy,Ortiz,Female,Black,10,2007,3,18,3/18/2007
15632,795519,1103344,Louis,Robert,Reed,Male,Multiple,9,2008,1,16,1/16/2008
15632,912233,9748125,Timothy,Robert,Thompson,Male,Multiple,9,2007,8,26,8/26/2007
15632,454551,1287292,Chris,Richard,Rodriguez,Male,Multiple,9,2008,4,28,4/28/2008
15632,417369,1731286,Victoria,Patricia,Barron,Female,Asian,11,2006,11,26,11/26/2006
15632,158410,1095895,Thomas,Vernon,Sullivan,Male,Hispanic,8,2009,3,8,3/8/2009
15632,963736,1664605,David,John,Delgado,Male,White,12,2005,11,22,11/22/2005
15632,876001,9989366,Paul,Matilda,Tapia,Male,White,12,2006,5,27,5/27/2006
15632,336107,6645793,Brenda,Jeffrey,Woods,Female,Multiple,9,2009,1,24,1/24/2009
15632,602660,9290405,Stephen,Frederick,Gray,Male,Black,12,2005,1,6,1/6/2005
15632,862607,8650715,Charles,Carolyn,Dominguez,Male,White,8,2008,1,12,1/12/2008
15632,586663,2069085,Jennifer,Wm,Zuniga,Female,Asian,11,2006,7,13,7/13/2006
15632,473329,1296625,Crystal,Arthur,Williams,Female,Hispanic,8,2009,5,15,5/15/2009
15632,401802,1233344,Kim,Jason,Mendoza,Male,Multiple,9,2009,4,11,4/11/2009
15632,906498,4649228,Melissa,Chad,Hoffman,Female,Black,10,2007,5,14,5/14/2007
15632,970767,4263538,Kevin,Joan,Wall,Male,Black,10,2007,4,14,4/14/2007
15632,975929,5927002,Jean,Charles,Walter,Female,Black,11,2006,5,4,5/4/2006
15632,806916,3012966,Salvador,Timothy,Fox,Male,Hispanic,10,2006,1,17,1/17/2006
15632,242133,5928005,Antonio,Roslyn,Quinn,Male,White,10,2007,5,25,5/25/2007
15632,146530,4984485,Erik,Nicholas,Sutton,Male,Hispanic,9,2008,12,23,12/23/2008
15632,277648,6756657,Adolph,Michael,Robertson,Male,Asian,9,2007,4,4,4/4/2007
15632,268046,6477931,Martha,Richard,Houston,Female,Asian,10,2008,10,27,10/27/2008
15632,317320,7762113,Katherine,Lori,Casey,Female,White,12,2005,5,5,5/5/2005
15632,138032,8478125,Kurt,Joseph,Long,Male,Black,12,2005,1,20,1/20/2005
15632,757950,8777391,Oscar,Elizabeth,Clarke,Male,Multiple,10,2007,3,20,3/20/2007
15632,404260,4060651,Betty,Margarita,Bennett,Female,Black,8,2009,5,13,5/13/2009
15632,693153,6590314,Perry,Susan,Lopez,Male,Asian,9,2007,8,8,8/8/2007
15632,836394,5707831,Ronald,Dorthy,Simpson,Male,Asian,8,2008,1,7,1/7/2008
15632,396672,3859321,Ralph,Jillian,Johnson,Male,Asian,8,2009,1,4,1/4/2009
15632,807184,5670530,Timothy,Henry,Michael,Male,Multiple,12,2006,12,22,12/22/2006
15632,443596,8199945,Valerie,Patricia,Matthews,Female,Hispanic,11,2006,4,19,4/19/2006
15632,912517,3563439,William,Stanley,Thomas,Male,Black,8,2009,3,24,3/24/2009
15632,867249,7477270,Charles,Christopher,Ramirez,Male,Asian,12,2004,12,28,12/28/2004
15632,304193,4377979,John,Thomas,Erickson,Male,Black,9,2008,4,2,4/2/2008
15632,898392,4902187,Gary,Bill,Jones,Male,Black,12,2005,10,27,10/27/2005
15632,254847,2919019,Scott,Angela,Fox,Male,White,10,2007,9,15,9/15/2007
15632,625219,5957583,James,Morris,Myers,Male,White,11,2006,2,17,2/17/2006
15632,529507,7372872,Cecil,Rodney,Allen,Male,Black,12,2004,3,26,3/26/2004
15632,715702,8481717,Donald,Kristina,Rowe,Male,Asian,9,2007,8,16,8/16/2007
15632,733050,2128994,Annabelle,Ernest,Raymond,Female,Multiple,12,2005,11,5,11/5/2005
15632,411337,4045254,Dustin,Christopher,Miller,Male,White,12,2005,9,26,9/26/2005
15632,346210,4050446,Ray,Nicholas,Hines,Male,Asian,10,2007,4,7,4/7/2007
15632,400709,3447159,Thelma,Wilbert,Cole,Female,Multiple,12,2006,3,22,3/22/2006
15632,185606,5924573,Jillian,Kenneth,Sanchez,Female,Asian,9,2007,8,14,8/14/2007
15632,575945,6414283,Marjorie,James,Nelson,Female,Black,11,2005,7,13,7/13/2005
15632,383511,5304462,Kenneth,Brent,White,Male,Asian,9,2008,11,13,11/13/2008
15632,290714,5185794,Carolyn,Ronda,Weiss,Female,Black,9,2008,5,28,5/28/2008
15632,370273,3866029,Michael,David,Villa,Male,Multiple,10,2007,6,11,6/11/2007
15632,112361,1482752,Ella,Carole,Davis,Female,Hispanic,12,2005,7,14,7/14/2005
15632,650622,2510218,Bill,John,King,Male,Hispanic,8,2009,9,17,9/17/2009
15632,392190,6327124,Mary,Timothy,Swanson,Female,White,9,2008,7,4,7/4/2008
15632,918671,2754709,Glen,Diane,Carter,Male,Asian,12,2005,9,11,9/11/2005
15632,118927,8532647,Dennis,Robert,Smith,Male,Multiple,10,2007,8,17,8/17/2007
15632,159136,8297007,Stephen,Jennifer,Gomez,Male,Multiple,12,2005,4,1,4/1/2005
15632,285370,5935187,Veronica,Margarita,Smith,Female,Asian,11,2007,9,16,9/16/2007
15632,209786,3103658,Candy,Winnie,Lewis,Female,White,12,2005,12,14,12/14/2005
15632,866080,3840149,Michael,Vincent,Salazar,Male,Asian,11,2006,10,18,10/18/2006
15632,923521,9773082,Craig,Edward,Smith,Male,Black,10,2007,1,22,1/22/2007
15632,858441,4980517,Mike,Jane,Reilly,Male,Black,9,2007,8,2,8/2/2007
15632,691174,5820928,Sadie,Howard,Bush,Female,Multiple,9,2009,6,12,6/12/2009
15632,889284,2812760,Terry,Helen,Simmons,Male,Asian,11,2006,12,13,12/13/2006
15632,888925,3404231,Pat,Mildred,Williams,Male,White,9,2007,5,8,5/8/2007
15632,792297,8544522,Bruce,Anthony,Coleman,Male,Multiple,11,2006,2,8,2/8/2006
15632,790310,1539101,Jesus,Cheryl,Nguyen,Male,Black,10,2007,7,3,7/3/2007
15632,461244,1693466,Christian,Linda,Thomas,Male,Multiple,10,2007,3,9,3/9/2007
15632,608169,8957282,Gloria,Crystal,Gutierrez,Female,White,9,2009,1,3,1/3/2009
15632,851242,5495430,Glenda,Johnnie,Morris,Female,Asian,11,2006,8,17,8/17/2006
15632,342114,7678818,Noemi,Meagan,Magana,Female,Asian,8,2009,4,27,4/27/2009
15632,437956,8306374,Karen,Arthur,Anderson,Female,White,12,2005,11,26,11/26/2005
15632,204976,5460376,Shirley,Perry,Chavez,Female,Multiple,11,2006,8,5,8/5/2006
15632,835319,9342384,Gary,Dona,Hines,Male,White,11,2006,1,8,1/8/2006
15632,695615,9113102,William,Paul,Garcia,Male,Black,9,2008,4,1,4/1/2008
15632,832905,5701453,Helen,Thomas,Bryant,Female,Black,9,2009,5,1,5/1/2009
15632,146121,2632617,Sally,Jane,Payne,Female,Black,11,2006,2,9,2/9/2006
15632,241466,9314383,Darlene,Mary,Schmitt,Female,Black,12,2005,12,10,12/10/2005
15632,877341,5245395,Doris,Heather,Price,Female,Hispanic,10,2007,5,22,5/22/2007
15632,969877,4267732,Brandi,Thomas,Aguilar,Female,Asian,10,2007,2,8,2/8/2007
15632,500747,8247168,James,Tina,Johnson,Male,Asian,9,2008,7,6,7/6/2008
15632,875595,2150410,Tracey,Emma,Young,Male,Black,11,2006,12,22,12/22/2006
15632,107687,3150241,Rodney,Amanda,Rogers,Male,Asian,9,2008,11,1,11/1/2008
15632,194125,4317823,Malcolm,Michael,Duncan,Male,Black,8,2010,1,15,1/15/2010
15632,655813,2681352,Robin,Vincent,Morgan,Female,Black,10,2007,5,11,5/11/2007
15632,989349,3886769,William,Alan,Castillo,Male,Hispanic,10,2007,10,2,10/2/2007
15632,956100,2444428,Arthur,Corinne,Avila,Male,White,9,2007,3,8,3/8/2007
15632,437349,3036140,Charles,Erick,Wood,Male,Black,12,2004,3,2,3/2/2004
15632,401227,5450118,Dwight,Michele,Park,Male,White,12,2005,10,12,10/12/2005
15632,851282,7900420,Robert,Fred,Martinez,Male,Asian,10,2007,4,15,4/15/2007
15632,666837,1763586,Bridget,Edith,Lawson,Female,White,8,2009,8,3,8/3/2009
15632,422988,5216800,John,Dennis,Christian,Male,Multiple,11,2005,1,21,1/21/2005
15632,343575,2366943,Roy,Rose,Evans,Male,Asian,11,2006,7,20,7/20/2006
15632,826829,9488910,Bonnie,Paul,Gibson,Female,Multiple,8,2009,1,18,1/18/2009
15632,584175,4225352,Jesse,Lori,Felix,Male,Multiple,12,2004,9,22,9/22/2004
15632,410834,2228626,Lamar,Ray,Martinez,Male,White,11,2005,5,26,5/26/2005
15632,644895,9400177,Lois,Christopher,Villegas,Female,Hispanic,11,2006,4,19,4/19/2006
15632,111865,5367642,Gladys,Trina,Nunez,Female,Multiple,10,2007,7,6,7/6/2007
15632,687659,4388258,Marion,Cynthia,Romero,Male,Asian,9,2008,10,25,10/25/2008
15632,651782,3258614,Myrtle,Earl,Wells,Female,Hispanic,10,2007,6,20,6/20/2007
15632,396420,6698625,Charles,Mitchell,Baker,Male,Multiple,11,2006,9,24,9/24/2006
15632,996803,6893956,Alyssa,Steve,Pierce,Female,White,12,2005,2,2,2/2/2005
15632,628820,9539269,Bradley,Stuart,Martinez,Male,Black,8,2009,7,20,7/20/2009
15632,112239,9591666,Maryann,Ronald,White,Female,Black,9,2008,4,10,4/10/2008
15632,272734,6596118,William,Dane,Johnson,Male,White,12,2005,1,25,1/25/2005
15632,661643,5749270,James,James,Weiss,Female,Multiple,9,2007,12,18,12/18/2007
15632,576110,6171373,Sharon,Francisco,Nunez,Female,Asian,11,2006,7,4,7/4/2006
15632,451931,7462706,James,Anthony,Mueller,Female,Asian,9,2007,8,11,8/11/2007
15632,660691,1993637,Sophia,William,Alvarez,Female,Asian,12,2005,5,7,5/7/2005
15632,695227,8831473,Martha,Maribel,Roberts,Female,Black,11,2006,6,27,6/27/2006
15632,146772,3784428,Earl,Joseph,Baldwin,Male,Hispanic,9,2009,2,6,2/6/2009
15632,948112,1187719,Ernest,Dorothy,Sanchez,Male,White,9,2008,7,3,7/3/2008
15632,829117,8189848,Juanita,Marsha,Williamson,Female,Multiple,10,2007,4,14,4/14/2007
15632,461549,5005576,Anna,Lisa,Martin,Female,Asian,9,2009,5,22,5/22/2009
15632,630273,5320877,Casey,Maria,Villegas,Male,Multiple,12,2004,1,23,1/23/2004
15632,586004,9469052,Robert,Katie,Jones,Female,Black,11,2006,4,12,4/12/2006
15632,603957,8344805,Claudia,Wanda,Herrera,Female,Multiple,10,2007,6,6,6/6/2007
15632,940939,9272967,Henry,Reuben,James,Male,Multiple,8,2009,11,19,11/19/2009
15632,246435,1899618,Frank,William,Jacobson,Male,Asian,9,2008,8,12,8/12/2008
15632,729630,9340538,Peter,Terry,Spencer,Male,Multiple,12,2005,11,17,11/17/2005
15632,683692,6694486,John,Erica,Ortiz,Male,Black,10,2006,8,3,8/3/2006
15632,701289,9749108,Patricia,Daniel,Lopez,Female,Asian,9,2008,6,12,6/12/2008
15632,217009,1203155,Nell,Bertha,Rasmussen,Female,Asian,12,2005,2,3,2/3/2005
15632,944581,3571196,Michael,Lance,Brown,Male,Hispanic,12,2004,10,15,10/15/2004
15632,577336,4194398,Terry,Nathaniel,Watkins,Male,Black,10,2007,7,28,7/28/2007
15632,368893,2784213,Robert,Paul,Hart,Male,Black,8,2010,7,1,7/1/2010
15632,705450,4319963,Willie,Frank,Blackburn,Male,Hispanic,12,2005,2,16,2/16/2005
15632,445564,3744311,Dustin,Dawn,Campos,Male,Asian,10,2007,11,19,11/19/2007
15632,444918,6252461,Kimberly,Janice,Simmons,Female,Black,10,2008,2,12,2/12/2008
15632,986909,9309083,Dianne,Austin,Daniel,Female,Asian,8,2009,10,20,10/20/2009
15632,637475,5567564,Elizabeth,Heather,Lloyd,Female,White,12,2005,9,20,9/20/2005
15632,599808,3312590,William,Gladys,Gray,Male,Multiple,12,2005,7,15,7/15/2005
15632,524857,5157717,Larry,Sheila,Contreras,Male,Black,8,2010,7,18,7/18/2010
15632,787683,8664363,Rosario,George,Garcia,Female,Hispanic,12,2005,6,17,6/17/2005
15632,633472,8095765,Rebecca,Georgina,Blackwell,Female,Hispanic,11,2007,3,10,3/10/2007
15632,705305,5908704,Betty,Donna,Cuevas,Female,Hispanic,10,2006,7,20,7/20/2006
15632,166696,8227142,Virginia,Suzanne,Diaz,Female,Black,9,2007,1,20,1/20/2007
15632,473539,1800998,Kristi,Amy,Howe,Female,Black,11,2006,6,2,6/2/2006
15632,914499,2968941,Sylvia,Lois,Henderson,Female,Hispanic,12,2005,11,10,11/10/2005
15632,716771,5158492,Margaret,Sarah,Lewis,Female,White,8,2009,5,14,5/14/2009
15632,307026,2415799,Kevin,Patricia,Perkins,Male,Black,9,2007,1,9,1/9/2007
15632,269942,3756588,Nick,Steven,Brooks,Male,White,10,2007,12,1,12/1/2007
15632,274140,3482695,Joe,Robert,Young,Male,White,10,2007,10,16,10/16/2007
15632,851673,8006171,Debra,Rena,Sharp,Female,White,8,2009,9,11,9/11/2009
15632,882414,8157295,Bob,John,Ramsey,Male,Black,8,2009,11,17,11/17/2009
15632,133911,4089074,William,Billy,Hernandez,Male,Hispanic,9,2008,8,23,8/23/2008
15632,651011,5169003,Matthew,James,Lin,Male,Black,11,2006,9,28,9/28/2006
15632,836010,6888091,William,Mitchell,Carroll,Male,Hispanic,12,2006,10,26,10/26/2006
15632,360280,1960724,Sophie,William,Ellis,Female,Multiple,9,2008,9,26,9/26/2008
15632,388298,2231079,Victor,Janis,Wilson,Male,Multiple,9,2008,1,28,1/28/2008
15632,692523,9416627,Earl,Mary,Gonzalez,Male,Hispanic,11,2006,3,9,3/9/2006
15632,147008,2652486,Ronnie,Andre,Prince,Male,Multiple,10,2006,7,24,7/24/2006
15632,255346,6741309,Sarah,Ben,Barton,Female,Asian,12,2005,8,4,8/4/2005
15632,866259,3731569,Joanna,Timothy,Smith,Female,White,9,2008,2,15,2/15/2008
15632,922268,8712165,Rick,Linda,Brown,Male,Multiple,10,2007,7,22,7/22/2007
15632,720674,7753414,Larry,Edward,Lopez,Male,Multiple,12,2004,11,20,11/20/2004
15632,652266,4084841,Stuart,Pamela,Mccoy,Male,Hispanic,12,2005,11,7,11/7/2005
15632,518859,2586754,Brenda,Jessica,Lin,Female,Multiple,8,2009,8,24,8/24/2009
15632,332051,7445265,John,Bruce,Bush,Male,Multiple,10,2007,9,2,9/2/2007
15632,203644,5289567,Susan,Loretta,Larson,Female,Multiple,9,2008,11,10,11/10/2008
15632,890062,4532190,William,Nita,Frazier,Male,Multiple,9,2008,8,2,8/2/2008
15632,994553,4132462,Rebecca,Thomas,Rosas,Female,Hispanic,8,2009,6,15,6/15/2009
15632,214072,5036201,Kyle,Gregory,Mcpherson,Male,White,10,2007,5,1,5/1/2007
15632,796451,1536249,Frances,Kim,Cannon,Male,Black,10,2007,4,5,4/5/2007
15632,355466,5131394,Leann,Betty,Brown,Female,Hispanic,9,2008,3,26,3/26/2008
15632,691250,4265001,Francis,Christopher,Kline,Female,Black,10,2007,10,5,10/5/2007
15632,209783,8775197,Thomas,Kathryn,Williams,Male,Asian,9,2008,5,13,5/13/2008
15632,881166,6136328,Robert,Perry,Davis,Female,Asian,11,2006,10,9,10/9/2006
15632,144297,2215486,Cherie,Carl,Watkins,Female,Asian,8,2009,2,3,2/3/2009
15632,878521,8087448,Michael,Deanna,Solis,Female,White,8,2009,4,25,4/25/2009
15632,622888,3860500,Tony,Dianna,Baker,Male,White,8,2009,6,26,6/26/2009
15632,652440,3710317,Michelle,Christopher,Brown,Female,Multiple,8,2009,4,14,4/14/2009
15632,811123,1698082,Shawna,Jeffrey,Hamilton,Female,Hispanic,12,2006,10,18,10/18/2006
15632,554015,7799468,Laura,Juana,Boyd,Female,Asian,11,2006,12,27,12/27/2006
15632,525440,8275271,Richard,Robert,Simpson,Male,Asian,12,2005,12,18,12/18/2005
15632,771981,9303054,Mark,Mark,Sampson,Male,Hispanic,10,2007,1,26,1/26/2007
15632,839905,5486935,Richard,Thomas,Bailey,Male,Black,9,2008,7,26,7/26/2008
15632,143769,1145416,John,Stephen,Garcia,Female,Asian,9,2008,3,23,3/23/2008
15632,159814,3847582,Bryan,Tammy,Meza,Male,Black,9,2009,2,14,2/14/2009
15632,218108,2519209,Debra,Eileen,Hubbard,Female,Asian,9,2008,9,7,9/7/2008
15632,406706,7049009,Patricia,Sondra,Trejo,Female,Hispanic,11,2006,11,28,11/28/2006
15632,698469,4735622,Corey,Jason,Wilson,Male,White,12,2005,5,11,5/11/2005
15632,122777,4912370,Maria,Deanna,Thompson,Male,Multiple,11,2006,11,3,11/3/2006
15632,995157,3731861,Roy,Josephine,Hines,Male,Multiple,10,2006,3,6,3/6/2006
15632,820288,7407232,Luis,Johnnie,Abbott,Male,Multiple,9,2007,12,24,12/24/2007
15632,814298,8785233,Jose,Randy,White,Male,Multiple,11,2006,4,27,4/27/2006
15632,530438,2659884,Frank,Lamar,Wolfe,Male,Black,12,2005,2,23,2/23/2005
15632,598335,8648817,Sean,Parker,Rogers,Male,Multiple,8,2009,6,10,6/10/2009
15632,465723,9264892,Linda,Kenneth,Baker,Female,Multiple,11,2006,4,23,4/23/2006
15632,147059,6311144,Johnathon,Angela,Parker,Male,White,9,2009,3,19,3/19/2009
15632,264144,6132699,Marsha,Pamela,Johnson,Female,Black,10,2008,3,11,3/11/2008
15632,486925,4896635,Jason,Natasha,King,Male,White,9,2008,11,14,11/14/2008
15632,583199,8960738,Ruth,Ronnie,Chambers,Female,Multiple,11,2006,12,28,12/28/2006
15632,904104,9106986,Ramona,Bettye,Patel,Female,Hispanic,12,2006,10,18,10/18/2006
15632,637748,6975857,Rosa,Estelle,Villalobos,Female,Black,9,2008,12,25,12/25/2008
15632,470228,9666068,Diana,Loraine,Fleming,Female,Asian,8,2009,2,23,2/23/2009
15632,285913,7684323,Jennie,Audrey,Bell,Female,White,10,2007,5,22,5/22/2007
15632,823750,5501293,Monica,Chad,Wade,Female,White,11,2006,2,10,2/10/2006
15632,342490,5742776,Leon,Kathy,Jackson,Male,White,9,2007,7,9,7/9/2007
15632,440188,2891128,Shirley,Georgia,Rogers,Male,Asian,11,2005,3,6,3/6/2005
15632,451034,3721716,Ricardo,Bobby,Caldwell,Male,White,10,2007,2,24,2/24/2007
15632,569454,7463848,Douglas,Guadalupe,Navarro,Male,Black,10,2006,6,28,6/28/2006
15632,785558,7475520,Daniel,Donald,Turner,Male,Black,9,2008,3,12,3/12/2008
15632,104779,3236950,Brenda,Paul,Martin,Female,Hispanic,8,2009,6,23,6/23/2009
15632,362343,7721735,Deanna,Francisco,Thomas,Female,Hispanic,9,2007,9,13,9/13/2007
15632,853532,8159308,Larry,Christine,Hoffman,Male,Multiple,9,2008,12,7,12/7/2008
15632,176669,6854134,Brenda,Adolph,Carter,Female,White,10,2007,11,23,11/23/2007
15632,954481,8298523,Vivian,Brenda,Moreno,Female,Asian,12,2005,11,4,11/4/2005
15632,818559,2300061,Charles,Jimmy,Schroeder,Male,Multiple,12,2005,7,1,7/1/2005
15632,952129,1769823,Alfred,Jason,Rogers,Male,White,12,2005,11,18,11/18/2005
15632,346260,5964755,Christina,Sarah,Wright,Female,White,8,2009,7,8,7/8/2009
15632,645423,1269679,Jonathon,Linda,Gomez,Male,Asian,8,2009,9,17,9/17/2009
15632,111709,5201084,Debra,Margaret,Espinoza,Female,Black,11,2006,4,11,4/11/2006
15632,785572,8374721,Melissa,Lawrence,Diaz,Female,Multiple,11,2006,9,18,9/18/2006
15632,200743,4220555,Dennis,Stephen,Collins,Male,Multiple,12,2005,1,26,1/26/2005
15632,299533,3512490,John,Jeffery,Shelton,Male,Multiple,11,2006,4,1,4/1/2006
15632,290499,5208248,Albert,Pat,Wheeler,Male,Multiple,12,2005,7,18,7/18/2005
15632,107429,6140625,Sean,Thelma,Kennedy,Male,Hispanic,9,2008,7,11,7/11/2008
15632,470927,8827456,Jeanne,Rebecca,Wright,Female,Hispanic,10,2007,6,4,6/4/2007
15632,130822,3920669,Keith,John,Wolfe,Male,Multiple,9,2008,12,4,12/4/2008
15632,382418,6097728,Mark,Curtis,Jones,Male,Asian,9,2008,4,15,4/15/2008
15632,326867,4959313,Carlos,Adela,Smith,Male,Black,12,2006,4,1,4/1/2006
15632,907441,2851421,Michael,Patricia,Little,Female,Hispanic,9,2008,9,21,9/21/2008
15632,545577,4626077,Kenneth,Michelle,Lopez,Male,Multiple,9,2009,4,15,4/15/2009
15632,398826,8022155,Jonathan,Warren,White,Male,Black,12,2006,12,15,12/15/2006
15632,206096,7500611,Kelly,Ricky,Taylor,Male,Asian,11,2006,2,15,2/15/2006
15632,325821,5067493,Russ,Ira,Jackson,Male,Black,10,2007,10,18,10/18/2007
15632,957927,1165240,Anthony,Steven,Martinez,Male,Hispanic,10,2007,10,10,10/10/2007
15632,221738,6580348,Laura,Herbert,Perez,Female,Asian,11,2005,10,15,10/15/2005
15632,675223,5723092,Gregory,Cathy,Koch,Male,White,11,2006,2,19,2/19/2006
15632,772277,5745275,Ernie,Ken,Chavez,Male,White,12,2006,2,8,2/8/2006
15632,186514,2567659,Tracy,Rosie,White,Female,Multiple,10,2007,9,16,9/16/2007
15632,411656,1929946,Richard,Christopher,White,Male,Hispanic,11,2006,6,3,6/3/2006
15632,129816,2630484,Gary,Melissa,Garcia,Male,Black,12,2004,5,24,5/24/2004
15632,286514,7005722,Manuel,Candice,Valencia,Male,Black,12,2005,5,1,5/1/2005
15632,610180,4168615,Francis,Gary,Miller,Female,White,10,2008,12,18,12/18/2008
15632,309134,4137226,Grace,Sandra,Spencer,Female,Hispanic,9,2009,11,16,11/16/2009
15632,977369,8165107,Shelby,Janell,Johnson,Female,White,11,2006,5,3,5/3/2006
